CMDLINE C:\Users\jonah\PycharmProjects\WarrenNolanScraper_cloud\.venv\Scripts\python.exe main.py
MEM 48.503906 1737412145.8899
MEM 48.503906 1737412145.9905
MEM 48.503906 1737412146.0912
MEM 48.503906 1737412146.1915
MEM 48.503906 1737412146.2919
MEM 48.503906 1737412146.3923
MEM 48.503906 1737412146.4926
MEM 48.503906 1737412146.5932
MEM 48.503906 1737412146.6938
MEM 48.503906 1737412146.7941
MEM 48.503906 1737412146.8944
MEM 48.503906 1737412146.9949
MEM 48.503906 1737412147.1000
MEM 48.503906 1737412147.2009
MEM 48.503906 1737412147.3016
MEM 48.503906 1737412147.4022
MEM 48.503906 1737412147.5028
MEM 48.503906 1737412147.6034
MEM 48.503906 1737412147.7041
MEM 48.503906 1737412147.8047
MEM 48.503906 1737412147.9056
MEM 48.503906 1737412148.0061
MEM 48.503906 1737412148.1087
MEM 48.503906 1737412148.2092
MEM 48.503906 1737412148.3096
MEM 48.503906 1737412148.4115
MEM 48.503906 1737412148.5126
MEM 48.503906 1737412148.6140
MEM 48.503906 1737412148.7144
MEM 48.503906 1737412148.8169
MEM 48.503906 1737412148.9174
MEM 48.503906 1737412149.0179
MEM 48.503906 1737412149.1183
MEM 48.503906 1737412149.2187
MEM 48.503906 1737412149.3193
MEM 48.503906 1737412149.4199
MEM 48.503906 1737412149.5204
MEM 48.503906 1737412149.6210
MEM 48.503906 1737412149.7219
MEM 48.503906 1737412149.8224
MEM 48.503906 1737412149.9228
MEM 48.503906 1737412150.0235
MEM 48.503906 1737412150.1241
MEM 48.503906 1737412150.2248
MEM 48.503906 1737412150.3256
MEM 48.503906 1737412150.4262
MEM 48.503906 1737412150.5278
MEM 48.503906 1737412150.6286
MEM 48.503906 1737412150.7295
MEM 48.503906 1737412150.8301
MEM 48.503906 1737412150.9309
MEM 48.503906 1737412151.0311
MEM 48.503906 1737412151.1316
MEM 48.503906 1737412151.2318
MEM 48.503906 1737412151.3331
MEM 48.503906 1737412151.4341
MEM 48.503906 1737412151.5347
MEM 48.503906 1737412151.6380
MEM 48.503906 1737412151.7516
MEM 48.503906 1737412151.8522
MEM 48.503906 1737412151.9525
MEM 48.503906 1737412152.0530
MEM 48.503906 1737412152.1536
MEM 48.503906 1737412152.2545
MEM 48.503906 1737412152.3553
MEM 48.503906 1737412152.4558
MEM 48.503906 1737412152.5567
MEM 48.503906 1737412152.6575
MEM 48.503906 1737412152.7578
MEM 48.503906 1737412152.8586
MEM 48.503906 1737412152.9592
MEM 48.503906 1737412153.0596
MEM 48.503906 1737412153.1601
MEM 48.503906 1737412153.2608
MEM 48.503906 1737412153.3615
MEM 48.503906 1737412153.4622
MEM 48.503906 1737412153.5709
MEM 48.503906 1737412153.6714
MEM 48.503906 1737412153.7721
MEM 48.503906 1737412153.8728
MEM 48.503906 1737412153.9734
MEM 48.503906 1737412154.0745
MEM 48.503906 1737412154.1748
MEM 48.503906 1737412154.2764
MEM 48.503906 1737412154.3770
MEM 48.503906 1737412154.4775
MEM 48.503906 1737412154.5783
MEM 48.503906 1737412154.6789
MEM 48.503906 1737412154.7798
MEM 48.503906 1737412154.8801
MEM 48.503906 1737412154.9819
MEM 48.503906 1737412155.0826
MEM 48.503906 1737412155.1833
MEM 48.503906 1737412155.2838
MEM 48.503906 1737412155.3845
MEM 48.503906 1737412155.4848
MEM 48.503906 1737412155.5852
MEM 48.503906 1737412155.6855
MEM 48.503906 1737412155.7858
MEM 48.503906 1737412155.8871
MEM 48.503906 1737412155.9874
MEM 48.503906 1737412156.0881
MEM 48.503906 1737412156.1888
MEM 48.503906 1737412156.2891
MEM 48.503906 1737412156.3902
MEM 48.503906 1737412156.4927
MEM 48.503906 1737412156.5939
MEM 48.503906 1737412156.6945
MEM 48.503906 1737412156.7950
MEM 48.503906 1737412156.8960
MEM 48.503906 1737412156.9965
MEM 48.503906 1737412157.0976
MEM 48.503906 1737412157.1982
MEM 48.503906 1737412157.2995
MEM 48.503906 1737412157.4000
MEM 48.503906 1737412157.5021
MEM 48.503906 1737412157.6042
MEM 48.503906 1737412157.7051
MEM 48.503906 1737412157.8056
MEM 48.503906 1737412157.9069
MEM 48.503906 1737412158.0077
MEM 48.503906 1737412158.1086
MEM 48.503906 1737412158.2142
MEM 48.503906 1737412158.3162
MEM 48.503906 1737412158.4170
MEM 48.503906 1737412158.5232
MEM 48.503906 1737412158.6237
MEM 48.503906 1737412158.7241
MEM 48.503906 1737412158.8244
MEM 48.503906 1737412158.9250
MEM 48.503906 1737412159.0258
MEM 48.503906 1737412159.1266
MEM 48.503906 1737412159.2270
MEM 48.503906 1737412159.3279
MEM 48.503906 1737412159.4287
MEM 48.503906 1737412159.5293
MEM 48.503906 1737412159.6300
MEM 48.503906 1737412159.7308
MEM 48.503906 1737412159.8314
MEM 48.503906 1737412159.9321
MEM 48.503906 1737412160.0325
MEM 48.503906 1737412160.1332
MEM 48.503906 1737412160.2337
MEM 48.503906 1737412160.3348
MEM 48.503906 1737412160.4355
MEM 48.503906 1737412160.5394
MEM 48.503906 1737412160.6402
MEM 48.503906 1737412160.7410
MEM 48.503906 1737412160.8482
MEM 48.503906 1737412160.9523
MEM 48.503906 1737412161.0528
MEM 48.503906 1737412161.1531
MEM 48.503906 1737412161.2534
MEM 48.503906 1737412161.3539
MEM 48.503906 1737412161.4544
MEM 48.503906 1737412161.5549
MEM 48.503906 1737412161.6555
MEM 48.503906 1737412161.7563
MEM 48.503906 1737412161.8579
MEM 48.503906 1737412161.9586
MEM 48.503906 1737412162.0596
MEM 48.503906 1737412162.1599
MEM 48.503906 1737412162.2604
MEM 48.503906 1737412162.3612
MEM 48.503906 1737412162.4616
MEM 48.503906 1737412162.5622
MEM 48.503906 1737412162.6628
MEM 48.503906 1737412162.7637
MEM 48.503906 1737412162.8643
MEM 48.503906 1737412162.9651
MEM 48.503906 1737412163.0658
MEM 48.503906 1737412163.1665
MEM 48.503906 1737412163.2672
MEM 48.503906 1737412163.3677
MEM 48.503906 1737412163.4685
MEM 48.503906 1737412163.5692
MEM 48.503906 1737412163.6700
MEM 48.503906 1737412163.7705
MEM 48.503906 1737412163.8821
MEM 48.503906 1737412163.9914
MEM 48.503906 1737412164.0917
MEM 48.503906 1737412164.1924
MEM 48.503906 1737412164.2927
MEM 48.503906 1737412164.3929
MEM 48.503906 1737412164.4933
MEM 48.503906 1737412164.5938
MEM 48.503906 1737412164.6946
MEM 48.503906 1737412164.7950
MEM 48.503906 1737412164.8956
MEM 48.503906 1737412164.9958
MEM 48.503906 1737412165.0965
MEM 48.503906 1737412165.1971
MEM 48.503906 1737412165.2997
MEM 48.503906 1737412165.4003
MEM 48.503906 1737412165.5009
MEM 48.503906 1737412165.6017
MEM 48.503906 1737412165.7041
MEM 48.503906 1737412165.8046
MEM 48.503906 1737412165.9049
MEM 48.503906 1737412166.0146
MEM 48.503906 1737412166.1150
MEM 48.503906 1737412166.2157
MEM 48.503906 1737412166.3160
MEM 48.503906 1737412166.4166
MEM 48.503906 1737412166.5168
MEM 48.503906 1737412166.6175
MEM 48.503906 1737412166.7179
MEM 48.503906 1737412166.8182
MEM 48.503906 1737412166.9187
MEM 48.503906 1737412167.0191
MEM 48.503906 1737412167.1348
MEM 48.539062 1737412167.2354
MEM 48.539062 1737412167.3359
MEM 48.539062 1737412167.4367
MEM 48.539062 1737412167.5374
MEM 48.539062 1737412167.6382
MEM 48.539062 1737412167.7389
MEM 48.539062 1737412167.8394
MEM 48.539062 1737412167.9403
MEM 48.539062 1737412168.0408
MEM 48.539062 1737412168.1412
MEM 48.539062 1737412168.2417
MEM 48.539062 1737412168.3423
MEM 48.539062 1737412168.4428
MEM 48.539062 1737412168.5432
MEM 48.539062 1737412168.6438
MEM 48.539062 1737412168.7444
MEM 48.539062 1737412168.8450
MEM 48.539062 1737412168.9674
MEM 48.539062 1737412169.0679
MEM 48.539062 1737412169.1685
MEM 48.539062 1737412169.2690
MEM 48.539062 1737412169.3695
MEM 48.539062 1737412169.4701
MEM 48.539062 1737412169.5705
MEM 48.539062 1737412169.6815
MEM 48.539062 1737412169.7816
MEM 48.539062 1737412169.8838
MEM 48.539062 1737412169.9850
MEM 48.539062 1737412170.0854
MEM 48.539062 1737412170.1857
MEM 48.539062 1737412170.2864
MEM 48.539062 1737412170.3868
MEM 48.539062 1737412170.4875
MEM 48.539062 1737412170.5879
MEM 48.539062 1737412170.6886
MEM 48.539062 1737412170.7889
MEM 48.539062 1737412170.8898
MEM 48.539062 1737412170.9902
MEM 48.539062 1737412171.0906
MEM 48.539062 1737412171.1911
MEM 48.539062 1737412171.2925
MEM 48.539062 1737412171.4002
MEM 48.539062 1737412171.5019
MEM 48.539062 1737412171.6026
MEM 48.539062 1737412171.7030
MEM 48.539062 1737412171.8036
MEM 48.539062 1737412171.9045
MEM 48.539062 1737412172.0050
MEM 48.539062 1737412172.1056
MEM 48.539062 1737412172.2063
MEM 48.539062 1737412172.3071
MEM 48.539062 1737412172.4077
MEM 48.539062 1737412172.5088
MEM 48.539062 1737412172.6094
MEM 48.539062 1737412172.7102
MEM 48.539062 1737412172.8105
MEM 48.539062 1737412172.9130
MEM 48.539062 1737412173.0137
MEM 48.539062 1737412173.1179
MEM 48.539062 1737412173.2297
MEM 48.539062 1737412173.3320
MEM 48.539062 1737412173.4325
MEM 48.539062 1737412173.5330
MEM 48.539062 1737412173.6338
MEM 48.539062 1737412173.7394
MEM 48.539062 1737412173.8400
MEM 48.539062 1737412173.9485
MEM 48.539062 1737412174.0492
MEM 48.539062 1737412174.1498
MEM 48.539062 1737412174.2502
MEM 48.539062 1737412174.3509
MEM 48.539062 1737412174.4514
MEM 48.539062 1737412174.5518
MEM 48.539062 1737412174.6560
MEM 48.539062 1737412174.7690
MEM 48.539062 1737412174.8696
MEM 48.539062 1737412174.9702
MEM 48.539062 1737412175.0704
MEM 48.539062 1737412175.1710
MEM 48.539062 1737412175.2717
MEM 48.539062 1737412175.3725
MEM 48.539062 1737412175.4728
MEM 48.539062 1737412175.5860
MEM 48.539062 1737412175.6929
MEM 48.539062 1737412175.7932
MEM 48.539062 1737412175.8937
MEM 48.539062 1737412175.9941
MEM 48.539062 1737412176.0948
MEM 48.539062 1737412176.1952
MEM 48.539062 1737412176.2957
MEM 48.539062 1737412176.3961
MEM 48.539062 1737412176.4968
MEM 48.539062 1737412176.5973
MEM 48.539062 1737412176.6977
MEM 48.539062 1737412176.7984
MEM 48.539062 1737412176.8991
MEM 48.539062 1737412177.0069
MEM 48.539062 1737412177.1075
MEM 48.539062 1737412177.2080
MEM 48.539062 1737412177.3085
MEM 48.539062 1737412177.4092
MEM 48.539062 1737412177.5099
MEM 48.539062 1737412177.6105
MEM 48.539062 1737412177.7113
MEM 48.539062 1737412177.8147
MEM 48.539062 1737412177.9153
MEM 48.539062 1737412178.0157
MEM 48.539062 1737412178.1165
MEM 48.539062 1737412178.2171
MEM 48.539062 1737412178.3180
MEM 48.539062 1737412178.4183
MEM 48.539062 1737412178.5191
MEM 48.539062 1737412178.6199
MEM 48.539062 1737412178.7204
MEM 48.539062 1737412178.8207
MEM 48.539062 1737412178.9210
MEM 48.539062 1737412179.0216
MEM 48.539062 1737412179.1223
MEM 48.539062 1737412179.2236
MEM 48.539062 1737412179.3244
MEM 48.539062 1737412179.4248
MEM 48.539062 1737412179.5278
MEM 48.539062 1737412179.6282
MEM 48.539062 1737412179.7285
MEM 48.539062 1737412179.8542
MEM 48.539062 1737412179.9545
MEM 48.539062 1737412180.0552
MEM 48.539062 1737412180.1561
MEM 48.539062 1737412180.2564
MEM 48.539062 1737412180.3569
MEM 48.539062 1737412180.4572
MEM 48.539062 1737412180.5581
MEM 48.539062 1737412180.6588
MEM 48.539062 1737412180.7592
MEM 48.539062 1737412180.8600
MEM 48.539062 1737412180.9609
MEM 48.539062 1737412181.0613
MEM 48.539062 1737412181.1620
MEM 48.539062 1737412181.2623
MEM 48.539062 1737412181.3630
MEM 48.539062 1737412181.4638
MEM 48.539062 1737412181.5643
MEM 48.539062 1737412181.6665
MEM 48.539062 1737412181.7685
MEM 48.539062 1737412181.8686
MEM 48.539062 1737412181.9694
MEM 48.539062 1737412182.0700
MEM 48.539062 1737412182.1703
MEM 48.539062 1737412182.2706
MEM 48.539062 1737412182.3711
MEM 48.539062 1737412182.4720
MEM 48.539062 1737412182.5723
MEM 48.539062 1737412182.6726
MEM 48.539062 1737412182.7732
MEM 48.539062 1737412182.8739
MEM 48.539062 1737412182.9743
MEM 48.539062 1737412183.0754
MEM 48.539062 1737412183.1757
MEM 48.539062 1737412183.2760
MEM 48.539062 1737412183.3766
MEM 48.539062 1737412183.4793
MEM 48.539062 1737412183.5797
MEM 48.539062 1737412183.6805
MEM 48.539062 1737412183.7812
MEM 48.539062 1737412183.8829
MEM 48.539062 1737412183.9836
MEM 48.539062 1737412184.0839
MEM 48.539062 1737412184.1916
MEM 48.539062 1737412184.2921
MEM 48.539062 1737412184.3930
MEM 48.539062 1737412184.4937
MEM 48.539062 1737412184.5945
MEM 48.539062 1737412184.6949
MEM 48.539062 1737412184.7959
MEM 48.539062 1737412184.9007
MEM 48.539062 1737412185.0010
MEM 48.539062 1737412185.1026
MEM 48.539062 1737412185.2038
MEM 48.539062 1737412185.3044
MEM 48.539062 1737412185.4062
MEM 48.539062 1737412185.5066
MEM 48.539062 1737412185.6069
MEM 48.539062 1737412185.7072
MEM 48.539062 1737412185.8078
MEM 48.539062 1737412185.9085
MEM 48.539062 1737412186.0088
MEM 48.539062 1737412186.1090
MEM 48.539062 1737412186.2096
MEM 48.539062 1737412186.3101
MEM 48.539062 1737412186.4105
MEM 48.539062 1737412186.5110
MEM 48.539062 1737412186.6115
MEM 48.539062 1737412186.7117
MEM 48.539062 1737412186.8124
MEM 48.539062 1737412186.9132
MEM 48.539062 1737412187.0136
MEM 48.539062 1737412187.1141
MEM 48.539062 1737412187.2148
MEM 48.539062 1737412187.3153
MEM 48.539062 1737412187.4159
MEM 48.539062 1737412187.5166
MEM 48.539062 1737412187.6172
MEM 48.539062 1737412187.7179
MEM 48.539062 1737412187.8184
MEM 48.539062 1737412187.9315
MEM 48.539062 1737412188.0321
MEM 48.539062 1737412188.1326
MEM 48.539062 1737412188.2330
MEM 48.539062 1737412188.3334
MEM 48.539062 1737412188.4341
MEM 48.539062 1737412188.5348
MEM 48.539062 1737412188.6355
MEM 48.539062 1737412188.7359
MEM 48.539062 1737412188.8364
MEM 48.539062 1737412188.9369
MEM 48.539062 1737412189.0375
MEM 48.539062 1737412189.1381
MEM 48.539062 1737412189.2384
MEM 48.539062 1737412189.3393
MEM 48.539062 1737412189.4399
MEM 48.539062 1737412189.5403
MEM 48.539062 1737412189.6411
MEM 48.539062 1737412189.7419
MEM 48.539062 1737412189.8427
MEM 48.539062 1737412189.9497
MEM 48.539062 1737412190.0503
MEM 48.539062 1737412190.1507
MEM 48.539062 1737412190.2524
MEM 48.539062 1737412190.3530
MEM 48.539062 1737412190.4537
MEM 48.539062 1737412190.5594
MEM 48.539062 1737412190.6598
MEM 48.539062 1737412190.7604
MEM 48.539062 1737412190.8713
MEM 48.539062 1737412190.9721
MEM 48.539062 1737412191.0725
MEM 48.539062 1737412191.1732
MEM 48.539062 1737412191.2739
MEM 48.539062 1737412191.3743
MEM 48.539062 1737412191.4750
MEM 48.539062 1737412191.5757
MEM 48.539062 1737412191.6762
MEM 48.539062 1737412191.7764
MEM 48.539062 1737412191.8773
MEM 48.539062 1737412191.9779
MEM 48.539062 1737412192.0783
MEM 48.539062 1737412192.1790
MEM 48.539062 1737412192.2792
MEM 48.539062 1737412192.3796
MEM 48.539062 1737412192.4806
MEM 48.539062 1737412192.5811
MEM 48.539062 1737412192.6820
MEM 48.539062 1737412192.7826
MEM 48.539062 1737412192.8828
MEM 48.539062 1737412192.9835
MEM 48.539062 1737412193.0842
MEM 48.539062 1737412193.1846
MEM 48.539062 1737412193.2851
MEM 48.539062 1737412193.3853
MEM 48.539062 1737412193.4858
MEM 48.539062 1737412193.5916
MEM 48.539062 1737412193.6923
MEM 48.539062 1737412193.7932
MEM 48.539062 1737412193.8938
MEM 48.539062 1737412193.9941
MEM 48.539062 1737412194.1096
MEM 48.539062 1737412194.2100
MEM 48.539062 1737412194.3104
MEM 48.539062 1737412194.4111
MEM 48.539062 1737412194.5117
MEM 48.539062 1737412194.6125
MEM 48.539062 1737412194.7128
MEM 48.539062 1737412194.8131
MEM 48.539062 1737412194.9136
MEM 48.539062 1737412195.0140
MEM 48.539062 1737412195.1297
MEM 48.539062 1737412195.2302
MEM 48.539062 1737412195.3306
MEM 48.539062 1737412195.4310
MEM 48.539062 1737412195.5314
MEM 48.539062 1737412195.6318
MEM 48.539062 1737412195.7359
MEM 48.539062 1737412195.8365
MEM 48.539062 1737412195.9372
MEM 48.539062 1737412196.0374
MEM 48.539062 1737412196.1395
MEM 48.539062 1737412196.2401
MEM 48.539062 1737412196.3406
MEM 48.539062 1737412196.4414
MEM 48.539062 1737412196.5420
MEM 48.539062 1737412196.6422
MEM 48.539062 1737412196.7427
MEM 48.539062 1737412196.8429
MEM 48.539062 1737412196.9435
MEM 48.488281 1737412197.0442
MEM 48.488281 1737412197.1445
MEM 48.488281 1737412197.2461
MEM 48.488281 1737412197.3467
MEM 48.488281 1737412197.4474
MEM 48.488281 1737412197.5481
MEM 48.488281 1737412197.6489
MEM 48.488281 1737412197.7494
MEM 48.488281 1737412197.8497
MEM 48.488281 1737412197.9503
MEM 48.488281 1737412198.0508
MEM 48.488281 1737412198.1526
MEM 48.488281 1737412198.2529
MEM 48.488281 1737412198.3538
MEM 48.488281 1737412198.4540
MEM 48.488281 1737412198.5546
MEM 48.488281 1737412198.6552
MEM 48.488281 1737412198.7556
MEM 48.488281 1737412198.8566
MEM 48.488281 1737412198.9571
MEM 48.488281 1737412199.0574
MEM 48.488281 1737412199.1580
MEM 48.488281 1737412199.2583
MEM 48.488281 1737412199.3590
MEM 48.488281 1737412199.4597
MEM 48.488281 1737412199.5599
MEM 48.488281 1737412199.6608
MEM 48.488281 1737412199.7615
MEM 48.488281 1737412199.8620
MEM 48.488281 1737412199.9626
MEM 48.488281 1737412200.0631
MEM 48.488281 1737412200.1636
MEM 48.488281 1737412200.2665
MEM 48.488281 1737412200.3669
MEM 48.488281 1737412200.4677
MEM 48.488281 1737412200.5683
MEM 48.488281 1737412200.6690
MEM 48.488281 1737412200.7693
MEM 48.488281 1737412200.8701
MEM 48.488281 1737412200.9706
MEM 48.488281 1737412201.0712
MEM 48.488281 1737412201.1717
MEM 48.488281 1737412201.2724
MEM 48.488281 1737412201.3789
MEM 48.488281 1737412201.4796
MEM 48.488281 1737412201.5799
MEM 48.488281 1737412201.6802
MEM 48.488281 1737412201.7804
MEM 48.488281 1737412201.8806
MEM 48.488281 1737412201.9812
MEM 48.488281 1737412202.0817
MEM 48.488281 1737412202.1839
MEM 48.488281 1737412202.2845
MEM 48.488281 1737412202.3848
MEM 48.488281 1737412202.4853
MEM 48.488281 1737412202.5857
MEM 48.488281 1737412202.6862
MEM 48.488281 1737412202.7869
MEM 48.488281 1737412202.8876
MEM 48.488281 1737412203.0054
MEM 48.488281 1737412203.1061
MEM 48.488281 1737412203.2066
MEM 48.488281 1737412203.3068
MEM 48.488281 1737412203.4075
MEM 48.488281 1737412203.5079
MEM 48.488281 1737412203.6085
MEM 48.488281 1737412203.7092
MEM 48.488281 1737412203.8096
MEM 48.488281 1737412203.9100
MEM 48.488281 1737412204.0106
MEM 48.488281 1737412204.1116
MEM 48.488281 1737412204.2121
MEM 48.488281 1737412204.3129
MEM 48.488281 1737412204.4219
MEM 48.488281 1737412204.5225
MEM 48.488281 1737412204.6232
MEM 48.488281 1737412204.7238
MEM 48.488281 1737412204.8253
MEM 48.488281 1737412204.9257
MEM 48.488281 1737412205.0260
MEM 48.488281 1737412205.1265
MEM 48.488281 1737412205.2268
MEM 48.488281 1737412205.3272
MEM 48.488281 1737412205.4279
MEM 48.488281 1737412205.5285
MEM 48.488281 1737412205.6331
MEM 48.488281 1737412205.7339
MEM 48.488281 1737412205.8406
MEM 48.488281 1737412205.9413
MEM 48.488281 1737412206.0416
MEM 48.488281 1737412206.1424
MEM 48.488281 1737412206.2430
MEM 48.488281 1737412206.3433
MEM 48.488281 1737412206.4439
MEM 48.488281 1737412206.5444
MEM 48.488281 1737412206.6450
MEM 48.488281 1737412206.7456
MEM 48.488281 1737412206.8464
MEM 48.488281 1737412206.9471
MEM 48.488281 1737412207.0478
MEM 48.488281 1737412207.1482
MEM 48.488281 1737412207.2487
MEM 48.488281 1737412207.3491
MEM 48.488281 1737412207.4495
MEM 48.488281 1737412207.5607
MEM 48.488281 1737412207.6610
MEM 48.488281 1737412207.7616
MEM 48.488281 1737412207.8622
MEM 48.488281 1737412207.9639
MEM 48.488281 1737412208.0645
MEM 48.488281 1737412208.1657
MEM 48.488281 1737412208.2664
MEM 48.488281 1737412208.3669
MEM 48.488281 1737412208.4673
MEM 48.488281 1737412208.5680
MEM 48.488281 1737412208.6682
MEM 48.488281 1737412208.7685
MEM 48.488281 1737412208.8694
MEM 48.488281 1737412208.9697
MEM 48.488281 1737412209.0708
MEM 48.488281 1737412209.1714
MEM 48.488281 1737412209.2722
MEM 48.488281 1737412209.3725
MEM 48.488281 1737412209.4728
MEM 48.488281 1737412209.5732
MEM 48.488281 1737412209.6736
MEM 48.488281 1737412209.7743
MEM 48.488281 1737412209.8748
MEM 48.488281 1737412209.9751
MEM 48.488281 1737412210.0754
MEM 48.488281 1737412210.1761
MEM 48.488281 1737412210.2767
MEM 48.488281 1737412210.3771
MEM 48.488281 1737412210.4778
MEM 48.488281 1737412210.5785
MEM 48.488281 1737412210.6789
MEM 48.488281 1737412210.7792
MEM 48.488281 1737412210.8800
MEM 48.488281 1737412210.9844
MEM 48.488281 1737412211.0850
MEM 48.488281 1737412211.1854
MEM 48.488281 1737412211.2861
MEM 48.488281 1737412211.3864
MEM 48.488281 1737412211.4868
MEM 48.488281 1737412211.5930
MEM 48.488281 1737412211.6939
MEM 48.488281 1737412211.8117
MEM 48.488281 1737412211.9128
MEM 48.488281 1737412212.0133
MEM 48.488281 1737412212.1161
MEM 48.488281 1737412212.2173
MEM 48.488281 1737412212.3178
MEM 48.488281 1737412212.4183
MEM 48.488281 1737412212.5187
MEM 48.488281 1737412212.6190
MEM 48.488281 1737412212.7194
MEM 48.488281 1737412212.8204
MEM 48.488281 1737412212.9209
MEM 48.488281 1737412213.0216
MEM 48.488281 1737412213.1222
MEM 48.488281 1737412213.2228
MEM 48.488281 1737412213.3232
MEM 48.488281 1737412213.4236
MEM 48.488281 1737412213.5241
MEM 48.488281 1737412213.6244
MEM 48.488281 1737412213.7250
MEM 48.488281 1737412213.8257
MEM 48.488281 1737412213.9265
MEM 48.488281 1737412214.0270
MEM 48.488281 1737412214.1273
MEM 48.488281 1737412214.2281
MEM 48.488281 1737412214.3283
MEM 48.488281 1737412214.4289
MEM 48.488281 1737412214.5296
MEM 48.488281 1737412214.6304
MEM 48.488281 1737412214.7306
MEM 48.488281 1737412214.8314
MEM 48.488281 1737412214.9321
MEM 48.488281 1737412215.0327
MEM 48.488281 1737412215.1335
MEM 48.488281 1737412215.2340
MEM 48.488281 1737412215.3343
MEM 48.488281 1737412215.4350
MEM 48.488281 1737412215.5356
MEM 48.488281 1737412215.6375
MEM 48.488281 1737412215.7384
MEM 48.488281 1737412215.8390
MEM 48.488281 1737412215.9494
MEM 48.488281 1737412216.0501
MEM 48.488281 1737412216.1507
MEM 48.488281 1737412216.2512
MEM 48.488281 1737412216.3518
MEM 48.488281 1737412216.4521
MEM 48.488281 1737412216.5532
MEM 48.488281 1737412216.6538
MEM 48.488281 1737412216.7544
MEM 48.488281 1737412216.8547
MEM 48.488281 1737412216.9562
MEM 48.488281 1737412217.0565
MEM 48.488281 1737412217.1571
MEM 48.488281 1737412217.2664
MEM 48.488281 1737412217.3669
MEM 48.488281 1737412217.4675
MEM 48.488281 1737412217.5684
MEM 48.488281 1737412217.6690
MEM 48.488281 1737412217.7697
MEM 48.488281 1737412217.8704
MEM 48.488281 1737412217.9712
MEM 48.488281 1737412218.0721
MEM 48.488281 1737412218.1726
MEM 48.488281 1737412218.2731
MEM 48.488281 1737412218.3734
MEM 48.488281 1737412218.4740
MEM 48.488281 1737412218.5745
MEM 48.488281 1737412218.6750
MEM 48.488281 1737412218.7757
MEM 48.488281 1737412218.8762
MEM 48.488281 1737412218.9770
MEM 48.488281 1737412219.0777
MEM 48.488281 1737412219.1783
MEM 48.488281 1737412219.2791
MEM 48.488281 1737412219.3795
MEM 48.488281 1737412219.4803
