CMDLINE C:\Users\jonah\PycharmProjects\WarrenNolanScraper_cloud\.venv\Scripts\python.exe main.py
MEM 1.675781 1737411708.2969
MEM 12.210938 1737411708.3974
MEM 20.765625 1737411708.4979
MEM 26.277344 1737411708.5987
MEM 29.035156 1737411708.6993
